time, fr, fl, rr, rl, head, roll, pitch, sys, gyro, acc, mag, proximity
2017-12-18 19:11:42.932018, -4545, -3319, -345, -1175, 94.625, -43.625, -179.3125, 0, 3, 1, 1, 381
2017-12-18 19:11:43.034199, -7593, -4607, -627, -2211, 92.625, -45.5625, -178.9375, 0, 3, 1, 1, 312
2017-12-18 19:11:43.134742, -8084, -4895, -917, -2921, 94.875, -44.8125, -179.8125, 0, 3, 1, 1, 182
2017-12-18 19:11:43.233331, -7713, -4226, -1031, -2609, 92.5625, -46.375, -178.6875, 0, 3, 1, 1, 117
2017-12-18 19:11:43.331453, -5461, -2959, -974, -2122, 94.125, -45.75, -179.5625, 0, 3, 1, 1, 51
2017-12-18 19:11:43.432179, -2638, -1562, -247, -1169, 94.625, -42.1875, -179.8125, 0, 3, 1, 1, 45
2017-12-18 19:11:43.538773, -452, -427, -26, -352, 95.125, -39.3125, 179.375, 0, 3, 1, 1, 70
2017-12-18 19:11:43.638819, -80, -128, -5, -165, 96.8125, -38.75, 179.4375, 0, 3, 1, 1, 124
2017-12-18 19:11:43.742864, 121, -25, 0, -104, 96.4375, -38.375, 179.125, 0, 3, 1, 1, 149
2017-12-18 19:11:43.840111, 165, 11, 6, -54, 95.0, -38.125, 178.125, 0, 3, 1, 1, 197
2017-12-18 19:11:43.937106, 184, 31, -3, -20, 95.125, -38.75, 176.9375, 0, 3, 1, 1, 231
2017-12-18 19:11:44.036126, 233, 51, -3, -10, 95.1875, -40.75, 176.625, 0, 3, 1, 1, 297
2017-12-18 19:11:44.133671, 232, 68, 6, -4, 95.1875, -42.8125, 176.75, 0, 3, 1, 1, 332
2017-12-18 19:11:44.230922, 234, 89, 17, 600, 102.375, -44.9375, 176.875, 0, 3, 1, 1, 403
2017-12-18 19:11:44.691976, 246, 150, 15, 34, 99.875, -48.25, -175.0625, 0, 3, 1, 1, 670
2017-12-18 19:11:44.782986, 286, 159, 22, 36, 99.3125, -50.0, -173.3125, 0, 3, 1, 1, 717
2017-12-18 19:11:44.866659, 286, 160, 30, 37, 99.0625, -50.9375, -172.3125, 0, 3, 1, 1, 734
2017-12-18 19:11:44.950562, 283, 160, 32, 39, 103.5625, -49.125, -175.0625, 0, 3, 1, 1, 732
2017-12-18 19:11:45.034352, 301, 159, -72, 43, 101.9375, -48.5625, -174.625, 0, 3, 1, 1, 726
2017-12-18 19:11:45.123358, 306, 156, -173, 42, 108.75, -48.25, -178.375, 0, 3, 1, 1, 714
2017-12-18 19:11:45.220787, 302, 154, -332, -70, 108.6875, -46.9375, -178.625, 0, 3, 1, 1, 677
2017-12-18 19:11:45.321451, 290, 156, -468, -426, 105.9375, -45.875, -177.75, 0, 3, 1, 1, 651
2017-12-18 19:11:45.423033, 262, 156, -458, -1120, 111.3125, -44.875, -179.625, 0, 3, 1, 1, 600
2017-12-18 19:11:45.522264, -96, 46, -234, -1625, 111.1875, -45.4375, 179.9375, 0, 3, 1, 1, 568
2017-12-18 19:11:45.624168, -802, -2025, -21, -1445, 110.5625, -44.0, -178.5, 0, 3, 1, 1, 508
2017-12-18 19:11:45.724324, -3012, -3960, -137, -1797, 108.4375, -45.1875, -178.8125, 0, 3, 1, 1, 467
2017-12-18 19:11:45.825993, -5377, -6262, -260, -1485, 111.4375, -43.625, 179.3125, 0, 3, 1, 1, 365
2017-12-18 19:11:45.930591, -5835, -6376, -327, -1596, 108.9375, -45.25, -179.0, 0, 3, 1, 1, 251
2017-12-18 19:11:46.032651, -5678, -6168, -16, -1532, 110.75, -44.9375, -179.125, 0, 3, 1, 1, 218
2017-12-18 19:11:46.508181, -1075, -713, -11, -47, 113.875, -41.6875, -179.0625, 0, 3, 1, 1, 222
2017-12-18 19:11:46.596616, -479, -183, -13, -26, 117.5, -41.75, -178.875, 0, 3, 1, 1, 238
2017-12-18 19:11:46.684966, 41, -46, -16, -16, 120.5625, -43.8125, -177.5, 0, 3, 1, 1, 292
